n_patients,n_conditions,n_finetuning_sizes,patient_level_rows,overall_paired_observations,overall_mean_difference,overall_median_difference,overall_sd_difference,overall_ci95_low,overall_ci95_high,overall_t,overall_p_ttest,overall_wilcoxon_W,overall_p_wilcoxon,pretrained_better_observations,scratch_or_equal_observations,patients_always_pretrained_better,patients_positive_mean_advantage,shapiro_W,shapiro_p,dagostino_K2,dagostino_p,iqr_outliers,all_leave_one_out_p_lt_0_05,smallest_leave_one_out_difference,largest_leave_one_out_p
20,2,6,240,120,0.12049236403468676,0.1280348521803158,0.04601761004540708,0.11217433306117959,0.12881039500819394,28.68310011050176,2.746392027954995e-55,1.0,2.022200629440464e-21,119,1,19,20,0.9690617203422204,0.007259059713587173,6.784308571181808,0.03363613694658145,0,True,0.1168013133626341,2.4839163325590536e-51
