patient_id,finetune_size,pretrained,scratch,difference_pretrained_minus_scratch,percent_improvement
80,5,0.29358886971305526,0.19107110437406105,0.1025177653389942,53.654248597576824
80,10,0.3102337375142996,0.18726186455301636,0.12297187296128326,65.66840144137743
80,20,0.31540390520757117,0.19831428681488603,0.11708961839268514,59.042452398793124
80,50,0.31757549870208523,0.19258634798505456,0.12498915071703068,64.90031719524082
80,100,0.3178403811521301,0.19502839249210074,0.12281198866002935,62.97133821938446
80,200,0.3146858276822505,0.19338147612763204,0.12130435155461847,62.72800993335961
81,5,0.32399175082627707,0.15808123755619052,0.16591051327008655,104.95269130918403
81,10,0.33635738146960703,0.16904605295996514,0.1673113285096419,98.97381546628948
81,20,0.33671109794030774,0.16893793866592996,0.16777315927437778,99.31052823258635
81,50,0.3358248363845001,0.17292898233683968,0.16289585404766044,94.19812216922885
81,100,0.34007370285285915,0.17380050878835732,0.16627319406450183,95.6689915487982
81,200,0.3386652761848499,0.16747559360771505,0.17118968257713482,102.21768968803862
82,5,0.301410884606632,0.17426742142921092,0.1271434631774211,72.9588250831312
82,10,0.30051160743913735,0.15776053687365185,0.1427510705654855,90.48591833825513
82,20,0.29782401111637663,0.16068044399375428,0.13714356712262235,85.35174767624689
82,50,0.2899173986868894,0.15481497886127077,0.13510241982561866,87.26702081371825
82,100,0.2956543504898355,0.15354989912815456,0.14210445136168096,92.54610531725514
82,200,0.2941747612857776,0.1570960663330613,0.13707869495271627,87.25787866775356
83,5,0.29540970328139304,0.18654991399489912,0.10885978928649392,58.35424254844229
83,10,0.30977435867845055,0.19060098966456218,0.11917336901388836,62.525052584260465
83,20,0.31359910419413833,0.19551961226614917,0.11807949192798917,60.39265859797973
83,50,0.30748578010737604,0.1812684510257105,0.12621732908166555,69.63005882571552
83,100,0.3064014345730643,0.17740053335895337,0.12900090121411092,72.71731306077287
83,200,0.3099749588949994,0.1845636401438738,0.12541131875112557,67.95017623913522
84,5,0.3493093064781776,0.16254031163141347,0.18676899484676412,114.9062610820466
84,10,0.35828659756174125,0.1646561133752266,0.19363048418651466,117.59689951217287
84,20,0.36072582552598653,0.16538356065444998,0.19534226487153655,118.11468086582188
84,50,0.3585436403083576,0.170314548434957,0.18822909187340062,110.51850449833131
84,100,0.35632229264196796,0.16542279243932517,0.1908995002026428,115.40096584493466
84,200,0.35454588866756387,0.1673409902178346,0.18720489844972926,111.87031832788668
85,5,0.30517874587550764,0.16669725839959543,0.1384814874759122,83.07364428511099
85,10,0.3247186876303191,0.1744331185450087,0.15028556908531038,86.15655693074847
85,20,0.31250200880406587,0.17168825774200766,0.1408137510620582,82.01711224401616
85,50,0.3109144037174904,0.1697748796824508,0.1411395240350396,83.13333768754767
85,100,0.31111948348064117,0.16837381450052832,0.14274566898011284,84.77901947138278
85,200,0.31415353104347465,0.16930057828891135,0.1448529527545633,85.55963258871557
86,5,0.27870524922078754,0.14977900803757704,0.1289262411832105,86.07764390512259
86,10,0.2775261298079963,0.15042419578055005,0.12710193402744624,84.49567130335332
86,20,0.2641603396321895,0.14704677008628522,0.11711356954590427,79.64375516523313
86,50,0.25961944964081823,0.15332190865539036,0.10629754098542787,69.32964891817551
86,100,0.2568414672995893,0.15644859468131914,0.10039287261827015,64.16987817804774
86,200,0.2544986311332325,0.14776633509988651,0.106732296033346,72.23045490110958
87,5,0.32530710259558887,0.17050399905527175,0.15480310354031712,90.79147961223777
87,10,0.32530693656809084,0.16085655309277214,0.1644503834753187,102.23418338479122
87,20,0.3307422450776768,0.16899753979482987,0.16174470528284693,95.70831946974602
87,50,0.3347909260600449,0.16229530396198402,0.17249562209806088,106.28503591112295
87,100,0.3284811066731286,0.16514261084720755,0.16333849582592103,98.90754117787583
87,200,0.32626882144405456,0.16380539490221593,0.16246342654183862,99.18075447931469
88,5,0.3226482285280067,0.1770794351883807,0.14556879333962597,82.20536347699941
88,10,0.33561086188902306,0.1818544576235462,0.15375640426547685,84.549153358542
88,20,0.3413777759348512,0.17745279091762473,0.16392498501722647,92.37667335044733
88,50,0.3367587317491325,0.17874279582978264,0.15801593591934987,88.4040865455797
88,100,0.33814537903615494,0.17716524962478278,0.16098012941137216,90.86439341366945
88,200,0.3414726580748354,0.18364585045641385,0.15782680761842155,85.94085149551466
89,5,0.12044630684690463,0.12154806704446715,-0.0011017601975625152,-0.9064399166129457
89,10,0.12064934240512537,0.10076901009680324,0.019880332308322132,19.72861724971218
89,20,0.11781322874987221,0.09988678313741081,0.0179264456124614,17.94676437602421
89,50,0.1187916531900075,0.07867784104532963,0.04011381214467788,50.98489182178578
89,100,0.12009240053437784,0.09414448339307883,0.025947917141299,27.56180309892337
89,200,0.1300584744121252,0.08750517617055446,0.04255329824157074,48.62946411150698
90,5,0.2024143489928206,0.12446034678589162,0.07795400220692898,62.63360517629987
90,10,0.21426370656520577,0.13195105949093625,0.08231264707426952,62.38119450637954
90,20,0.2135371089038836,0.13535018651835834,0.07818692238552527,57.76639426715553
90,50,0.21529321870705403,0.13477373852230334,0.08051948018475069,59.74419131470909
90,100,0.2155270040921105,0.1324856936062006,0.0830413104859099,62.679454834377225
90,200,0.2142216767224915,0.13246266704080673,0.08175900968168479,61.72230373143396
91,5,0.15893852118356538,0.10919374549180887,0.04974477569175652,45.556433170879835
91,10,0.1711740365478976,0.11598162686555971,0.05519240968233788,47.587200812689275
91,20,0.18161530172178605,0.1135497747833549,0.06806552693843115,59.943339445890985
91,50,0.19268385740015528,0.11688749265122796,0.07579636474892733,64.84557331988509
91,100,0.19153209078174122,0.11731883524518003,0.07421325553656119,63.25775002919678
91,200,0.1901442217325253,0.1160821365642778,0.0740620851682475,63.80144900868303
92,5,0.34977714203172283,0.17235993547610007,0.17741720655562276,102.93413377392679
92,10,0.36014341038761094,0.1763379554790517,0.18380545490855923,104.23476579912749
92,20,0.3741772269415092,0.17313682448195325,0.20104040245955593,116.1164894072036
92,50,0.363057814365085,0.17710988358007312,0.18594793078501187,104.99014906807444
92,100,0.3684166806214091,0.16964408461077238,0.1987725960106367,117.17036669253523
92,200,0.3700208656427167,0.1732704955399777,0.196750370102739,113.55099406254305
