patient_id,finetune_size,pretrained,scratch,difference_pretrained_minus_scratch,percent_improvement
93,5,0.3425832311674932,0.19356345877434672,0.14901977239314645,76.98755402323711
93,10,0.3419453530154887,0.16419345815458858,0.1777518948609001,108.25759860270816
93,20,0.33769643526695914,0.16759550509201496,0.17010093017494418,101.49492379378174
93,50,0.3373736609998349,0.1726052352904508,0.1647684257093841,95.45969184081854
93,100,0.3385729182840493,0.1792993285634515,0.1592735897205978,88.8311133101835
93,200,0.33707868406116226,0.1772205554865652,0.15985812857459705,90.2029271580269
94,5,0.2776722255844059,0.20303703053113611,0.07463519505326979,36.75940041973001
94,10,0.3139832720695158,0.2154349372843992,0.09854833478511663,45.743896522698805
94,20,0.2849238042784178,0.2200696862532004,0.0648541180252174,29.46980982678356
94,50,0.2707446884246264,0.21245624766300045,0.058288440761625954,27.435503263751265
94,100,0.28464301918412477,0.21952448271892816,0.06511853646519661,29.663450590416474
94,200,0.2780786967980393,0.2171715829997904,0.060907113798248924,28.045618564334777
95,5,0.18740139938751108,0.13348009526733415,0.05392130412017693,40.396513062253405
95,10,0.19302100307879463,0.13238866125640036,0.06063234182239427,45.79874231446916
95,20,0.19399841738063514,0.13215612221548723,0.061842295165147915,46.79487724701163
95,50,0.19478102903673805,0.12889419638857552,0.06588683264816253,51.116989355777065
95,100,0.19393827033848193,0.13085304918388485,0.06308522115459708,48.21073834201971
95,200,0.1931076507704224,0.12724295354317067,0.06586469722725175,51.762942774591714
96,5,0.19974487066207133,0.11902845381790925,0.08071641684416209,67.8127071764225
96,10,0.19914708753151306,0.11766273783981732,0.08148434969169574,69.25246784808475
96,20,0.19942226165564908,0.12620643766802264,0.07321582398762644,58.01274906452524
96,50,0.2087966210880992,0.12315658294067558,0.08564003814742363,69.53752377871378
96,100,0.20292579735338911,0.11880602253467085,0.08411977481871827,70.8043018561368
96,200,0.20258620961932908,0.12521915244469312,0.07736705717463596,61.78532250392566
97,5,0.2170821039628827,0.13646515237511486,0.08061695158776783,59.075119314100256
97,10,0.22421240694179553,0.14310166093441415,0.08111074600738138,56.680506346153294
97,20,0.22946508460855775,0.13944471079514828,0.09002037381340947,64.55632006412505
97,50,0.22985851936251062,0.14138576376872708,0.08847275559378354,62.57543421309628
97,100,0.23167017612280438,0.14188584612379523,0.08978432999900915,63.279271648189926
97,200,0.2305896171991367,0.14119648081898242,0.08939313638015428,63.31116459960402
98,5,0.27741864239058545,0.1469528071229358,0.13046583526764965,88.7807710665277
98,10,0.29245664522966874,0.15194522545001124,0.1405114197796575,92.47504774402051
98,20,0.2891503011250015,0.1528148449646591,0.1363354561603424,89.21610736958976
98,50,0.2902220727575565,0.15238587634715092,0.1378361964104056,90.45208106845831
98,100,0.29057253326926047,0.15984636043110179,0.13072617283815868,81.78238934286233
98,200,0.29410458927016,0.15509419887042503,0.13901039039973495,89.62965179366415
99,5,0.29450601589643916,0.1757089988252447,0.11879701707119444,67.61009274735362
99,10,0.3227921377639486,0.1754887503350656,0.147303387428883,83.93893463121283
99,20,0.32042907161013795,0.16721451695176975,0.1532145546583682,91.62754373925583
99,50,0.30675864397698993,0.1684437786253241,0.13831486535166584,82.11337128652573
99,100,0.3053065872114219,0.17059136809995307,0.13471521911146883,78.96954025981921
99,200,0.30535596658744907,0.1671352994683614,0.13822066711908768,82.69986505469046
